car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
maruti wagon r 1.0,2010,petrol,66489,247399,pune,633,hatchback,manual,lxi,True,pune,maharashtra,True,mh12,inperson_sale,maruti,wagon r 1.0,in_stock,1,242000,,great,2021-02-20T08:40:22.553,True,5746,37110,False,False
maruti celerio,2017,petrol,20176,451399,pune,1171,hatchback,automatic,vxi amt,True,pune,maharashtra,True,mh12,inperson_sale,maruti,celerio,in_stock,1,454328,455828.0,great,2021-04-09T11:23:51.623,True,10485,67710,False,False
renault kwid,2019,petrol,1222,397799,mumbai,3254,hatchback,manual,rxt opt,False,kalyan,maharashtra,True,mh05,inperson_sale,renault,kwid,in_stock,1,384419,,great,2021-02-15T13:18:41.702,True,9240,59670,False,False
maruti a star,2009,petrol,107840,184699,pune,831,hatchback,manual,vxi,True,pune,maharashtra,True,mh14,inperson_sale,maruti,a star,in_stock,1,172729,,great,2021-03-27T04:59:46.847,True,4290,27705,False,False
maruti a star,2009,petrol,73461,166199,new delhi,2190,hatchback,manual,vxi,True,delhi,delhi,True,dl8c,inperson_sale,maruti,a star,in_stock,1,154000,,great,2021-02-25T12:32:32.325,True,3860,24930,False,False
hyundai verna,2008,petrol,120047,224599,chennai,1634,sedan,manual,xxi,True,chennai west,tamil nadu,True,tn01,inperson_sale,hyundai,verna,in_stock,3,181872,228534.0,good,2021-03-25T04:56:39.043,True,5217,33690,False,False
hyundai i10,2012,petrol,69848,342699,mumbai,811,hatchback,automatic,sportz 1.2 at kappa2,False,thane,maharashtra,True,mh04,inperson_sale,hyundai,i10,in_stock,1,342000,391540.0,good,2020-12-15T16:00:00.854,True,7960,51405,False,False
maruti swift dzire,2013,diesel,64031,334699,new delhi,475,sedan,manual,vdi bs iv,True,delhi,delhi,True,dl8c,inperson_sale,maruti,swift dzire,in_stock,1,328020,,great,2021-02-19T14:04:52.787,True,7774,50205,False,False
hyundai i20,2013,diesel,51472,415699,bengaluru,2572,hatchback,manual,magna o 1.4 crdi,True,bengaluru,karnataka,True,ka04,inperson_sale,hyundai,i20,in_stock,1,400000,485700.0,great,2021-01-12T09:42:04.567,True,9656,62355,False,False
hyundai santro xing,2011,petrol & lpg,54368,264799,hyderabad,1289,hatchback,manual,gls lpg,True,hyderabad,telangana,True,ap28,inperson_sale,hyundai,santro xing,in_stock,1,246000,308080.0,great,2020-12-14T22:00:15.494,True,6151,39720,False,False
hyundai i10,2008,petrol,106887,191299,chennai,2758,hatchback,manual,sportz 1.2,True,chennai,tamil nadu,True,tn02,inperson_sale,hyundai,i10,in_stock,1,173928,219089.0,great,2021-02-11T06:01:00.203,True,4443,28695,False,False
maruti alto 800,2015,petrol,17753,240299,pune,677,hatchback,manual,lxi,True,pune,maharashtra,True,mh14,inperson_sale,maruti,alto 800,in_stock,1,250500,240399.0,great,2020-12-03T10:48:28.774,True,5582,36045,False,False
hyundai elite i20,2014,diesel,121358,450000,faridabad,216,hatchback,manual,asta 1.4 crdi,True,faridabad,haryana,False,hr51,online,hyundai,elite i20,in_stock,2,306000,,good,2019-12-02T11:04:37.635,True,10452,67500,False,False
maruti swift dzire,2012,diesel,68930,312499,new delhi,928,sedan,manual,vdi bs iv,True,delhi,delhi,True,dl8c,inperson_sale,maruti,swift dzire,in_stock,1,288000,371700.0,great,2020-12-22T00:30:11.097,True,7259,46875,False,False
hyundai grand i10,2014,petrol,58341,363699,new delhi,575,hatchback,manual,sports 1.2 vtvt,True,delhi,delhi,True,dl8c,inperson_sale,hyundai,grand i10,in_stock,1,346050,,great,2021-03-27T06:22:52.028,True,8448,54555,False,False
hyundai grand i10,2016,petrol,44019,478399,chennai,1040,hatchback,automatic,magna 1.2 at  vtvt,True,chennai,tamil nadu,True,tn02,inperson_sale,hyundai,grand i10,in_stock,1,476165,559700.0,great,2021-03-06T06:44:07.688,True,11112,71760,False,False
maruti celerio,2015,petrol & cng,17861,344000,mumbai,326,hatchback,manual,vxi cng,False,kalwan,maharashtra,False,mh04,online,maruti,celerio,in_stock,1,225000,,great,2020-05-25T10:58:45.99,True,7990,51600,False,False
hyundai grand i10,2013,petrol,82328,364399,noida,400,hatchback,manual,sportz 1.2 kappa vtvt,True,delhi,delhi,True,dl2c,inperson_sale,hyundai,grand i10,in_stock,1,336609,,great,2021-03-06T09:13:23.752,True,8464,54660,False,False
volkswagen vento,2010,petrol,89162,406799,bengaluru,1494,sedan,automatic,highline petrol at,True,bengaluru,karnataka,True,ka04,inperson_sale,volkswagen,vento,in_stock,1,373654,,great,2021-03-27T11:45:08.025,True,9449,61020,False,False
maruti wagon r stingray,2013,petrol,77367,345499,bengaluru,562,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka50,inperson_sale,maruti,wagon r stingray,in_stock,1,327598,,great,2021-03-11T06:12:11.527,True,8025,51825,False,False
hyundai i10,2015,petrol,30511,316699,ahmedabad,2881,hatchback,manual,sportz 1.1 irde2,True,surat,gujarat,True,gj05,inperson_sale,hyundai,i10,in_stock,1,315604,390908.0,great,2021-03-05T08:47:00.819,True,7356,47505,False,False
hyundai grand i10,2014,petrol,18534,354399,mumbai,720,hatchback,manual,sportz 1.2 kappa vtvt,False,mumbai,maharashtra,True,mh03,inperson_sale,hyundai,grand i10,in_stock,2,341836,,great,2021-04-14T09:42:26.193,True,8232,53160,False,False
mercedes benz gla class,2015,diesel,59526,1756186,ahmedabad,4485,luxury suv,manual,200 cdi style,True,ahmedabad east,gujarat,True,gj27,inperson_sale,mercedes benz,gla class,in_stock,1,1797450,2096560.0,great,2021-03-23T08:47:42.277,True,40792,263428,False,False
honda jazz,2010,petrol,62284,326699,bengaluru,105,hatchback,manual,1.2 base i vtec,True,bengaluru,karnataka,True,ka03,inperson_sale,honda,jazz,in_stock,1,270069,,good,2021-04-17T12:26:23.232,True,7588,49005,True,False
mahindra xuv500,2015,diesel,62730,988599,bengaluru,2216,luxury suv,manual,w8 fwd,True,bengaluru,karnataka,True,ka03,inperson_sale,mahindra,xuv500,in_stock,1,1001547,1003047.0,great,2021-03-17T12:59:18.421,True,22963,148290,True,False
hyundai creta,2017,diesel,98685,858999,gurgaon,1258,suv,,1.6 sx plus se,True,bahadurgarh,haryana,True,hr13,inperson_sale,hyundai,creta,in_stock,2,892500,903000.0,great,2021-02-18T11:53:38.994,True,19952,128850,False,False
maruti alto,2019,petrol & cng,50244,313399,noida,1664,hatchback,manual,lxi,True,bulandshahr,uttar pradesh,True,up13,inperson_sale,maruti,alto,,2,288271,381015.0,great,2021-04-26T09:50:13.297,True,7279,47010,True,False
maruti alto 800,2014,petrol,37134,264499,new delhi,757,hatchback,manual,vxi,True,delhi,delhi,True,dl3c,inperson_sale,maruti,alto 800,in_stock,1,267386,346532.0,great,2021-03-21T14:46:48.316,True,6144,39675,False,False
honda city,2009,petrol,148906,225999,mumbai,498,sedan,manual,v mt petrol,False,mumbai east,maharashtra,True,mh01,inperson_sale,honda,city,in_stock,2,200000,235340.0,great,2020-12-08T09:00:01.116,True,5249,33900,False,False
maruti alto,2009,petrol,87978,154999,pune,709,hatchback,manual,lxi,False,pune,maharashtra,True,mh12,inperson_sale,maruti,alto,in_stock,1,135087,,good,2021-04-08T06:07:18.428,True,3600,23250,False,False
volkswagen vento,2011,diesel,112734,308999,mumbai,904,sedan,manual,highline diesel,True,mumbai,maharashtra,True,mh01,inperson_sale,volkswagen,vento,in_stock,1,281562,,great,2021-03-12T14:09:54.67,True,7177,46350,False,False
maruti alto k10,2012,petrol,34573,280499,hyderabad,266,hatchback,manual,vxi,True,hyderabad,telangana,True,ap10,inperson_sale,maruti,alto k10,,2,232603,283099.0,great,2021-04-28T09:24:54.181,True,6515,42075,False,False
maruti ciaz,2017,diesel,83592,650499,mumbai,855,sedan,manual,alpha 1.3 ddis shvs,True,thane,maharashtra,True,mh04,inperson_sale,maruti,ciaz,in_stock,1,666350,667850.0,great,2021-02-15T14:03:23.861,True,15109,97575,True,False
maruti swift,2013,petrol,43803,352799,noida,1184,hatchback,manual,vxi,True,agra,uttar pradesh,True,up80,inperson_sale,maruti,swift,in_stock,1,344573,435703.0,great,2021-03-28T11:02:46.024,True,8195,52920,False,False
maruti swift,2016,petrol,100957,479399,ahmedabad,900,hatchback,manual,vxi,True,surat,gujarat,True,gj05,inperson_sale,maruti,swift,in_stock,1,473711,571940.0,great,2021-03-17T06:17:27.925,True,11135,71910,False,False
maruti wagon r 1.0,2011,petrol,23688,345599,bengaluru,477,hatchback,manual,vxi,False,bangalore south,karnataka,True,ka05,inperson_sale,maruti,wagon r 1.0,in_stock,2,306696,,great,2021-04-12T07:12:34.408,True,8027,51840,False,False
maruti wagon r 1.0,2013,petrol,55905,258499,pune,2771,hatchback,manual,lxi,True,pune,maharashtra,True,mh14,inperson_sale,maruti,wagon r 1.0,in_stock,1,265468,,great,2021-01-12T14:10:12.021,True,6004,38775,False,False
renault kwid,2018,petrol,15030,320899,ahmedabad,1874,hatchback,automatic,rxt 1.0 easy-r at option,True,surat,gujarat,True,gj05,inperson_sale,renault,kwid,in_stock,1,330630,408784.0,great,2021-02-26T05:51:36.223,True,7454,48135,False,False
hyundai santro xing,2013,petrol,20702,210000,new delhi,249,hatchback,manual,gl plus,False,faridabad,haryana,False,hr29,online,hyundai,santro xing,in_stock,1,178000,,good,2020-06-01T11:50:39.284,True,4878,31500,False,False
maruti ritz,2010,petrol,28917,228999,mumbai,1885,hatchback,manual,vxi bs iv,True,pen,maharashtra,True,mh06,inperson_sale,maruti,ritz,in_stock,1,212503,,great,2021-02-18T06:37:56.561,True,5319,34350,True,False
volkswagen vento,2015,diesel,86812,675599,bengaluru,2594,sedan,automatic,highline tdi at,False,bengaluru,karnataka,True,ka03,inperson_sale,volkswagen,vento,in_stock,1,660700,,great,2021-04-02T13:30:51.827,True,15692,101340,False,False
volkswagen polo,2010,petrol,62724,272199,pune,1492,hatchback,manual,trendline 1.2l petrol,True,pune,maharashtra,True,mh12,inperson_sale,volkswagen,polo,in_stock,1,236653,276999.0,great,2021-04-14T11:57:30.98,True,6322,40830,False,False
maruti wagon r 1.0,2014,petrol,53232,293199,new delhi,602,hatchback,manual,lxi,True,delhi,delhi,True,dl12,inperson_sale,maruti,wagon r 1.0,in_stock,1,259791,337265.0,good,2021-03-15T11:39:22.339,True,6810,43980,False,False
hyundai grand i10,2017,petrol,17233,468699,faridabad,3390,hatchback,,sportz(o) 1.2 mt,True,faridabad,haryana,True,hr29,inperson_sale,hyundai,grand i10,in_stock,1,482170,582547.0,great,2021-02-18T09:16:50.314,True,10887,70305,False,False
maruti alto k10,2017,petrol,84937,323899,hyderabad,660,hatchback,manual,vxi,True,hyderabad,telangana,True,ts08,inperson_sale,maruti,alto k10,in_stock,1,296841,368573.0,great,2021-02-12T09:35:38.59,True,7523,48585,False,False
honda amaze,2019,petrol,28190,596799,ahmedabad,2197,sedan,manual,1.2 smt i vtec,False,ahmedabad,gujarat,True,gj01,inperson_sale,honda,amaze,in_stock,1,630052,761932.0,great,2021-03-21T07:35:30.343,True,13862,89520,False,False
volkswagen polo,2018,petrol,1943,560799,bengaluru,3143,hatchback,,trendline 1.0 l petrol,True,bangalore central,karnataka,True,ka01,inperson_sale,volkswagen,polo,in_stock,1,632000,764220.0,great,2020-11-15T01:00:04.717,True,13026,84120,True,False
mercedes benz gla class,2016,diesel,79207,1625997,chennai,1761,luxury suv,manual,200 cdi sport,True,chennai,tamil nadu,True,tn09,inperson_sale,mercedes benz,gla class,out_of_stock,1,1620537,1859842.0,great,2021-01-05T09:49:38.64,True,37768,243900,True,False
maruti swift,2012,petrol,34311,457999,bengaluru,1298,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,inperson_sale,maruti,swift,in_stock,1,435200,,great,2021-03-03T13:44:13.921,True,10638,68700,False,False
maruti baleno,2019,petrol,8721,660999,bengaluru,1971,hatchback,manual,delta 1.2 k12,True,bangalore south,karnataka,True,ka05,inperson_sale,maruti,baleno,in_stock,1,679940,681440.0,great,2021-02-19T05:25:25.65,True,15353,99150,True,False
hyundai i20,2011,petrol,57138,264399,new delhi,1566,hatchback,manual,sportz 1.2 o,True,new delhi,delhi,True,dl3c,inperson_sale,hyundai,i20,in_stock,1,241272,,great,2021-03-15T13:12:18.092,True,6141,39660,True,False
honda jazz,2016,petrol,48265,563699,mumbai,561,hatchback,automatic,1.2 v at,True,panvel,maharashtra,True,mh46,inperson_sale,honda,jazz,in_stock,1,551097,563799.0,great,2021-02-15T20:20:00.035,True,13093,84555,False,False
audi a4,2013,diesel,39944,1050000,ghaziabad,287,luxury sedan,automatic,2.0 tdi 174bhp,True,dehardun,uttarakhand,False,uk07,online,audi,a4,,1,735000,,good,2020-11-06T00:00:06.268,False,24389,157500,False,False
maruti celerio,2019,petrol,13079,526899,chennai,474,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn13,inperson_sale,maruti,celerio,in_stock,1,514898,526999.0,great,2021-04-13T16:43:09.188,True,12239,79035,False,False
mahindra scorpio,2011,diesel,120060,440000,gurgaon,329,suv,manual,vlx 2wd airbag bs iv,False,chandigarh,haryana,False,hr19,,mahindra,scorpio,,1,356000,,good,2019-03-16T08:19:55.734,True,10220,66000,False,False
hyundai eon,2011,petrol,38721,145799,faridabad,5489,hatchback,manual,d lite,True,gurgaon,haryana,True,hr26,inperson_sale,hyundai,eon,in_stock,1,121005,166375.0,good,2021-01-03T12:27:31.241,True,3387,21870,True,False
maruti wagon r 1.0,2012,petrol,46828,330899,hyderabad,846,hatchback,manual,vxi,True,hyderabad,telangana,True,ap28,inperson_sale,maruti,wagon r 1.0,in_stock,2,268000,,great,2021-03-26T09:07:31.873,True,7686,49635,False,False
honda city,2016,petrol,32084,637099,bengaluru,1937,sedan,manual,sv mt petrol,True,bengaluru,karnataka,True,ka03,inperson_sale,honda,city,in_stock,2,653293,654793.0,great,2021-03-25T14:59:10.503,True,14798,95565,True,False
maruti baleno,2017,petrol,13001,672199,bengaluru,791,hatchback,manual,zeta 1.2 k12,True,bangalore k r puram,karnataka,True,ka53,inperson_sale,maruti,baleno,in_stock,1,680022,681522.0,great,2021-03-15T13:51:54.196,True,15614,100830,False,False
tata tiago,2017,petrol,32875,473799,hyderabad,2716,hatchback,,xza 1.2 revotron,True,hyderabad,telangana,True,ts08,inperson_sale,tata,tiago,in_stock,1,458929,554642.0,great,2021-03-18T13:23:22.61,True,11005,71070,True,False
toyota innova,2012,diesel,128797,1053832,bengaluru,1731,suv,manual,2.5 vx 8 str bs iv,True,electronic city,karnataka,True,ka51,inperson_sale,toyota,innova,in_stock,2,875000,,great,2021-03-23T07:01:00.053,True,24478,158075,False,False
maruti swift dzire,2015,petrol,69826,557799,bengaluru,661,sedan,manual,zxi 1.2 bs iv,True,bengaluru,karnataka,True,ka03,inperson_sale,maruti,swift dzire,in_transit,1,534765,,great,2021-03-20T14:17:29.971,True,12956,83670,False,False
honda amaze,2017,petrol,10143,550000,ahmedabad,226,sedan,manual,1.2 s (o) mt i vtec,False,mehsana,gujarat,False,gj02,,honda,amaze,,1,472000,,great,2019-03-18T13:09:31.266,True,12775,82500,False,False
toyota corolla altis,2011,petrol,97839,383199,new delhi,1648,luxury sedan,,1.8 g,True,new delhi,delhi,True,dl4c,inperson_sale,toyota,corolla altis,in_stock,1,361606,,great,2021-03-07T06:29:04.367,True,8901,57480,True,False
volkswagen vento,2011,petrol,71758,314799,pune,1892,sedan,manual,highline petrol,False,panvel,maharashtra,True,mh46,inperson_sale,volkswagen,vento,in_stock,1,284512,,great,2021-03-03T06:31:20.341,True,7312,47220,False,False
hyundai creta,2015,diesel,88375,789799,noida,1009,suv,,1.6 sx crdi,True,delhi,delhi,True,dl1c,inperson_sale,hyundai,creta,in_stock,1,790882,792382.0,great,2021-03-14T07:26:08.957,True,18345,118470,False,False
mahindra xuv500,2015,diesel,155655,740699,mumbai,1182,luxury suv,manual,w8 fwd,True,navi mumbai,maharashtra,True,mh43,inperson_sale,mahindra,xuv500,in_stock,1,750694,740899.0,great,2021-02-15T20:12:16.037,True,17205,111105,False,False
skoda rapid,2017,diesel,38359,826299,pune,3778,sedan,automatic,style 1.5 tdi at,True,pune,maharashtra,True,mh14,inperson_sale,skoda,rapid,in_stock,1,844151,845651.0,great,2021-02-23T14:24:11.498,True,19193,123945,True,False
nissan micra,2014,petrol,51537,320999,ahmedabad,245,hatchback,automatic,xv cvt,True,ahmedabad,gujarat,True,gj01,inperson_sale,nissan,micra,in_stock,1,283744,352987.0,great,2021-04-15T13:06:31.658,True,7456,48150,False,False
audi q3,2015,diesel,87155,1580244,ahmedabad,3969,luxury suv,automatic,35 tdi quattro,True,vadodara,gujarat,True,gj06,inperson_sale,audi,q3,in_stock,1,1610000,1881000.0,great,2021-02-10T08:27:53.166,True,36705,237037,False,False
hyundai i10,2009,petrol,98364,228599,bengaluru,851,hatchback,manual,magna 1.2,False,electronic city,karnataka,True,ka51,inperson_sale,hyundai,i10,in_stock,2,211949,267550.0,great,2020-12-12T05:54:12.332,True,5310,34290,True,False
hyundai i10,2012,petrol,36725,299099,new delhi,938,hatchback,automatic,sportz 1.2 at kappa2,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,hyundai,i10,in_stock,1,269232,349796.0,great,2021-03-21T14:34:08.357,True,6947,44865,False,False
maruti alto 800,2014,petrol,31745,266399,gurgaon,677,hatchback,manual,lxi,True,new delhi,delhi,True,dl3c,inperson_sale,maruti,alto 800,in_stock,1,227770,277799.0,good,2021-04-10T09:22:18.14,True,6188,39960,False,False
tata safari,2012,diesel,147857,210000,hyderabad,522,suv,manual,4x2 ex dicor bs iv,True,dantewada,chhattisgarh,False,cg18,online,tata,safari,,1,0,,fair,2020-11-21T07:14:25.8,False,4878,31500,False,False
hyundai creta,2016,diesel,77407,885099,chennai,1621,suv,automatic,1.6 crdi sx plus auto,True,chennai,tamil nadu,True,tn09,inperson_sale,hyundai,creta,in_stock,2,917064,1053114.0,great,2021-03-13T07:34:05.213,True,20559,132765,False,False
maruti ritz,2011,petrol,24635,192699,mumbai,4408,hatchback,manual,lxi,True,kalyan,maharashtra,True,mh05,inperson_sale,maruti,ritz,in_stock,1,190000,221520.0,great,2021-01-05T06:49:37.306,True,4476,28905,True,False
hyundai xcent,2018,petrol,96286,471699,chennai,1131,sedan,manual,e plus,True,chennai,tamil nadu,True,tn12,inperson_sale,hyundai,xcent,in_stock,1,403000,475570.0,great,2021-03-03T09:49:15.235,True,10956,70755,True,False
hyundai grand i10,2017,diesel,44071,421399,ahmedabad,731,hatchback,manual,sportz1.2 crdi,True,ahmedabad east,gujarat,True,gj27,inperson_sale,hyundai,grand i10,in_stock,2,406475,493263.0,great,2021-04-02T05:47:01.843,True,9788,63210,False,False
chevrolet spark,2011,petrol,73402,144699,pune,2271,hatchback,manual,lt 1.0,True,pune,maharashtra,True,mh12,inperson_sale,chevrolet,spark,in_stock,1,134114,,great,2021-03-26T12:40:49.493,True,3361,21705,False,False
maruti swift,2012,diesel,89318,307299,gurgaon,549,hatchback,manual,vdi,True,gurgaon,haryana,True,hr26,inperson_sale,maruti,swift,in_stock,1,309534,397464.0,great,2020-11-29T10:06:03.828,True,7138,46095,False,False
maruti vitara brezza,2016,diesel,58078,689499,new delhi,779,suv,manual,zdi,True,new delhi,delhi,True,dl3c,inperson_sale,maruti,vitara brezza,in_stock,1,706924,713424.0,great,2021-03-21T13:00:58.308,True,16015,103425,False,False
hyundai grand i10,2018,diesel,49971,431699,ahmedabad,872,hatchback,manual,magna 1.2 crdi,True,ahmedabad,gujarat,True,gj18,inperson_sale,hyundai,grand i10,in_stock,2,430887,521823.0,great,2021-04-02T05:44:30.755,True,10027,64755,False,False
maruti swift,2013,diesel,89350,351599,ahmedabad,1604,hatchback,manual,vdi,True,ahmedabad,gujarat,True,gj01,inperson_sale,maruti,swift,in_stock,1,323543,400348.0,great,2021-02-19T08:19:25.65,True,8167,52740,False,False
hyundai i10,2011,petrol,64715,255299,hyderabad,2916,hatchback,manual,sportz 1.2 kappa2,True,hyderabad,telangana,True,ap09,inperson_sale,hyundai,i10,in_stock,2,240240,301218.0,great,2020-12-12T13:11:51.8,True,5930,38295,False,False
honda brio,2015,petrol,58396,347399,noida,620,hatchback,manual,1.2 s mt i vtec,True,delhi,delhi,True,dl13,inperson_sale,honda,brio,in_stock,2,327940,405581.0,great,2021-03-05T12:10:44.155,True,8069,52110,False,False
maruti celerio,2014,petrol,53533,356999,mumbai,439,hatchback,automatic,vxi amt,False,mumbai east,maharashtra,True,mh03,inperson_sale,maruti,celerio,in_stock,1,337926,,great,2021-03-31T13:15:50.283,True,8292,53550,False,False
honda city,2010,petrol & cng,72090,257699,mumbai,1360,sedan,manual,v mt petrol,True,mumbai west,maharashtra,True,mh02,inperson_sale,honda,city,in_stock,2,250152,,great,2021-04-02T23:39:44.612,True,5986,38655,True,False
maruti ritz,2010,petrol,78605,356899,bengaluru,35,hatchback,manual,vxi bs iv,True,bangalore south,karnataka,True,ka05,inperson_sale,maruti,ritz,in_transit,1,286600,,good,2021-04-05T10:26:56.066,True,8290,53535,False,False
maruti wagon r,2008,petrol,70723,193099,chennai,2326,hatchback,manual,vxi bs iii,True,chennai,tamil nadu,True,tn07,inperson_sale,maruti,wagon r,in_stock,1,185999,233440.0,great,2021-03-20T06:56:40.676,True,4485,28965,True,False
mahindra xuv 3oo,2019,petrol,17328,718599,ahmedabad,447,suv,,w4 petrol,True,ahmedabad,gujarat,True,gj01,inperson_sale,mahindra,xuv 3oo,,1,690000,832080.0,great,2021-05-15T10:40:23.972,True,16691,107790,False,False
maruti dzire,2018,petrol,24883,563999,noida,1204,sedan,manual,vxi,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,maruti,dzire,in_stock,1,584054,731634.0,great,2021-02-27T07:27:34.07,True,13100,84600,True,False
hyundai elite i20,2017,petrol,23132,595199,mumbai,812,hatchback,manual,sportz 1.2,True,thane,maharashtra,True,mh04,inperson_sale,hyundai,elite i20,in_stock,1,599615,601115.0,great,2021-03-15T12:13:02.243,True,13825,89280,False,False
mahindra xuv 3oo,2019,diesel,16900,1092717,mumbai,2526,suv,,w8(o),True,mumbai,maharashtra,True,mh01,inperson_sale,mahindra,xuv 3oo,in_stock,1,1137876,1092919.0,great,2021-02-13T10:44:55.057,True,25381,163908,False,False
maruti alto k10,2012,petrol,62535,244199,hyderabad,373,hatchback,manual,vxi,True,hyderabad,telangana,True,ap09,inperson_sale,maruti,alto k10,in_stock,2,229813,,great,2021-03-31T13:54:39.015,True,5672,36630,False,False
hyundai i20,2012,petrol,71595,344699,mumbai,195,hatchback,manual,magna o 1.2,True,mumbai west,maharashtra,True,mh02,inperson_sale,hyundai,i20,in_stock,1,295640,347699.0,good,2021-04-03T10:35:42.497,True,8006,51705,False,False
maruti alto k10,2016,petrol,19487,390199,chennai,165,hatchback,,vxi amt,True,chennai,tamil nadu,True,tn14,inperson_sale,maruti,alto k10,,1,340604,390299.0,great,2021-04-22T06:45:06.018,True,9063,58530,False,False
maruti wagon r 1.0,2012,petrol,114885,212199,ahmedabad,859,hatchback,manual,lxi,True,bhuj,gujarat,True,gj12,inperson_sale,maruti,wagon r 1.0,in_stock,1,214345,270402.0,great,2021-03-04T06:40:26.169,True,4929,31830,False,False
volkswagen polo,2011,petrol,57897,340999,chennai,901,hatchback,manual,highline1.2l petrol,True,chennai,tamil nadu,True,tn02,inperson_sale,volkswagen,polo,in_stock,1,325000,360599.0,great,2021-02-16T04:12:29.779,True,7921,51150,False,False
maruti swift,2015,diesel,92086,419699,new delhi,1000,hatchback,manual,vdi abs,True,delhi,delhi,True,dl9c,inperson_sale,maruti,swift,in_stock,1,417280,423780.0,great,2021-04-16T08:04:51.397,True,9749,62955,False,False
maruti swift,2015,diesel,52490,424499,gurgaon,1720,hatchback,manual,vdi abs,True,gurgaon,haryana,True,hr26,inperson_sale,maruti,swift,in_stock,1,420256,526496.0,great,2020-10-29T10:17:48.026,True,9860,63675,False,False
maruti alto 800,2017,petrol,32862,301999,pune,546,hatchback,manual,lxi,True,pune,maharashtra,True,mh12,inperson_sale,maruti,alto 800,in_stock,1,300420,,great,2021-03-22T11:18:26.248,True,7015,45300,False,False
maruti dzire,2019,diesel,24174,725000,ahmedabad,162,sedan,manual,zdi,False,ahmedabad east,gujarat,False,gj27,online,maruti,dzire,in_stock,1,548000,,great,2020-06-08T08:05:49.355,True,16840,108750,False,True
hyundai elite i20,2018,petrol,15519,608899,pune,2059,hatchback,manual,asta 1.2,True,thane,maharashtra,True,mh04,inperson_sale,hyundai,elite i20,in_stock,1,607574,609074.0,great,2021-03-12T14:17:38.637,True,14143,91335,False,False
maruti swift,2019,petrol,10350,544199,bengaluru,3823,hatchback,manual,lxi,True,bangalore south,karnataka,True,ka05,inperson_sale,maruti,swift,in_stock,1,553930,555430.0,great,2021-04-09T12:45:03.826,True,12640,81630,True,False
honda city zx,2006,petrol,72434,101000,chennai,844,,,1.5 exi,False,bangalore k r puram,karnataka,False,ka04,online,honda,city zx,in_stock,2,101000,,great,2020-06-01T13:28:17.042,False,2346,15150,False,False
maruti swift,2019,petrol,15415,717599,mumbai,1515,hatchback,,zxi plus amt,True,mumbai,maharashtra,True,mh47,inperson_sale,maruti,swift,in_stock,1,731000,821570.0,great,2020-11-10T21:00:06.571,True,16668,107640,True,False
maruti wagon r stingray,2013,petrol,56462,389099,bengaluru,411,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka04,inperson_sale,maruti,wagon r stingray,in_transit,1,348658,,great,2021-04-06T11:45:13.361,True,9038,58365,False,False
honda city,2010,petrol,88576,352199,pune,814,sedan,manual,s mt petrol,True,pune,maharashtra,True,mh43,inperson_sale,honda,city,in_stock,2,343880,,great,2021-03-20T11:23:46.529,True,8181,52830,False,False
hyundai eon,2016,petrol,36422,331299,chennai,439,hatchback,manual,era plus,True,chennai,tamil nadu,True,tn11,inperson_sale,hyundai,eon,in_stock,1,304771,331399.0,great,2021-04-08T13:33:11.196,True,7695,49695,False,False
maruti swift,2012,petrol,63871,354399,mumbai,317,hatchback,manual,vxi,False,mumbai west,maharashtra,True,mh02,inperson_sale,maruti,swift,in_stock,1,283939,,great,2021-03-19T17:50:19.391,True,8232,53160,False,False
audi a6,2007,petrol,130126,800000,pune,210,,,2.8 tfsi technology,True,pune,maharashtra,False,mh14,online,audi,a6,,2,310000,,overpriced,2019-08-24T11:47:47.855,True,18582,120000,False,False
hyundai i10,2012,petrol & cng,209326,238999,ahmedabad,1406,hatchback,manual,magna 1.1 irde2,True,gandhi nagar,gujarat,True,gj18,inperson_sale,hyundai,i10,in_stock,1,241444,242944.0,great,2021-03-13T05:54:03.07,True,5551,35850,False,False
hyundai elite i20,2016,petrol,25351,547099,pune,1327,hatchback,manual,sportz 1.2,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,elite i20,in_stock,1,560000,561500.0,great,2021-02-19T09:00:45.08,True,12708,82065,False,False
maruti swift dzire,2013,diesel,85864,524399,hyderabad,571,sedan,manual,vdi bs iv,True,hyderabad,telangana,True,ap09,inperson_sale,maruti,swift dzire,in_stock,2,477037,,great,2021-04-06T12:42:44.923,True,12180,78660,False,False
ford fiesta classic,2012,diesel,218118,233499,bengaluru,2678,sedan,manual,1.4 clxi tdci,True,bengaluru,karnataka,True,ka02,inperson_sale,ford,fiesta classic,in_stock,2,196144,,good,2021-03-19T06:37:29.339,True,5424,35025,False,False
